年月日,時刻,日経平均株価
2020/1/29,10:00:07,23231.76
2020/1/29,10:05:11,23214.85
2020/1/29,10:10:07,23236.99
2020/1/29,10:15:07,23241.7
2020/1/29,10:20:14,23278.78
2020/1/29,10:25:17,23288.58
2020/1/29,10:30:22,23293.88
2020/1/29,10:35:18,23319.45
2020/1/29,10:40:19,23315.5
2020/1/29,10:45:13,23326.92
2020/1/29,10:50:08,23359.77
2020/1/29,10:55:05,23341.9
2020/1/29,11:00:03,23336.22
2020/1/29,11:05:03,23325.78
2020/1/29,11:10:05,23318.7
2020/1/29,11:15:04,23317.54
2020/1/29,11:20:03,23328.66
2020/1/29,11:25:03,23341.19
2020/1/29,11:30:11,23326.16
2020/1/29,11:35:15,23325.52
2020/1/29,12:35:03,23353.7
2020/1/29,12:40:03,23351.05
2020/1/29,12:45:03,23354.46
2020/1/29,12:50:03,23358.4
2020/1/29,12:55:03,23365.27
2020/1/29,13:00:03,23356.55
2020/1/29,13:05:03,23361.81
2020/1/29,13:10:03,23355.82
2020/1/29,13:15:03,23348.5
2020/1/29,13:20:03,23353.98
2020/1/29,13:25:03,23358.69
2020/1/29,13:30:03,23359.12
2020/1/29,13:35:03,23361.48
2020/1/29,13:40:03,23360.36
2020/1/29,13:45:03,23360.9
2020/1/29,13:50:03,23363.53
2020/1/29,13:55:30,23363.14
2020/1/29,14:00:12,23370.65
2020/1/29,14:05:11,23390.71
2020/1/29,14:10:09,23377.24
2020/1/29,14:15:03,23360.94
2020/1/29,14:20:03,23361.03
2020/1/29,14:25:05,23366.89
2020/1/29,14:30:03,23357.79
2020/1/29,14:35:12,23369.86
2020/1/29,14:40:10,23365.99
2020/1/29,14:45:08,23367.8
2020/1/29,14:50:03,23359.58
2020/1/29,14:55:03,23359.75
2020/1/29,15:00:11,23370.66
2020/1/29,15:05:30,23379.4
2020/1/30,9:05:21,23298.95
2020/1/30,9:10:07,23288.61
2020/1/30,9:15:08,23286.02
2020/1/30,9:20:11,23282.15
2020/1/30,9:25:13,23241.96
2020/1/30,9:30:11,23221.58
2020/1/30,9:35:09,23205.18
2020/1/30,9:40:11,23204.66
2020/1/30,9:45:09,23219.59
2020/1/30,9:50:09,23219.71
2020/1/30,9:55:08,23215.95
2020/1/30,10:00:08,23220.32
2020/1/30,10:05:09,23212.18
2020/1/30,10:10:13,23191.33
2020/1/30,10:15:09,23160.53
2020/1/30,10:20:08,23167.37
2020/1/30,10:25:20,23164.9
2020/1/30,10:30:14,23172.99
2020/1/30,10:35:17,23193.77
2020/1/30,10:40:16,23188.81
2020/1/30,10:45:13,23173.03
2020/1/30,10:50:10,23171.99
2020/1/30,10:55:04,23156.72
2020/1/30,11:00:14,23145.07
2020/1/30,11:05:09,23113.06
2020/1/30,11:10:12,23102.62
2020/1/30,11:15:03,23099.84
2020/1/30,11:20:03,23072.88
2020/1/30,11:25:03,23064.48
2020/1/30,11:30:03,23028.13
2020/1/30,11:35:03,23013.6
2020/1/30,12:35:10,23027.87
2020/1/30,12:40:16,23006.56
2020/1/30,12:45:13,22982.6
2020/1/30,12:50:16,22952.05
2020/1/30,12:55:18,22912.84
2020/1/30,13:00:23,22944.31
2020/1/30,13:05:18,22921.31
2020/1/30,13:10:10,22927.56
2020/1/30,13:15:20,22958.94
2020/1/30,13:20:10,22963.74
2020/1/30,13:25:24,22969.88
2020/1/30,13:30:16,22967.81
2020/1/30,13:35:15,22960.66
2020/1/30,13:40:11,22966.27
2020/1/30,13:45:03,22978.11
2020/1/30,13:50:03,22958.54
2020/1/30,13:55:03,22948.81
2020/1/30,14:00:03,22943.26
2020/1/30,14:05:03,22959.26
2020/1/30,14:10:03,22926.23
2020/1/30,14:15:03,22925.57
2020/1/30,14:20:04,22907.8
2020/1/30,14:25:03,22911.85
2020/1/30,14:30:03,22926.38
2020/1/30,14:35:03,22932.9
2020/1/30,14:40:03,22919.67
2020/1/30,14:45:03,22933.21
2020/1/30,14:50:03,22944.03
2020/1/30,14:55:03,22962.64
2020/1/30,15:00:03,22967.39
2020/1/30,15:05:03,22977.75
2020/1/31,9:05:25,23182.13
2020/1/31,9:10:16,23193.31
2020/1/31,9:15:16,23168.12
2020/1/31,9:20:14,23163.92
2020/1/31,9:25:14,23155.04
2020/1/31,9:30:09,23152.63
2020/1/31,9:35:09,23166.67
2020/1/31,9:40:05,23242.94
2020/1/31,9:45:05,23227.94
2020/1/31,9:50:10,23240.42
2020/1/31,9:55:12,23308.89
2020/1/31,10:00:08,23332.42
2020/1/31,10:05:09,23416.91
2020/1/31,10:10:15,23375.86
2020/1/31,10:15:10,23386.96
2020/1/31,10:20:12,23396.33
2020/1/31,10:25:13,23377.3
2020/1/31,10:30:09,23340.89
2020/1/31,10:35:03,23357.18
2020/1/31,10:40:03,23300.49
2020/1/31,10:45:16,23289.19
2020/1/31,10:50:15,23245.3
2020/1/31,10:55:15,23195.69
2020/1/31,11:00:09,23203.92
2020/1/31,11:05:15,23199.44
2020/1/31,11:10:09,23215.45
2020/1/31,11:15:05,23253.56
2020/1/31,11:20:03,23272.32
2020/1/31,11:25:20,23293.99
2020/1/31,11:30:11,23263.08
2020/1/31,11:35:03,23268.38
2020/1/31,12:35:09,23243.72
2020/1/31,12:40:11,23250.73
2020/1/31,12:45:15,23247.58
2020/1/31,12:50:16,23225.64
2020/1/31,12:55:16,23217.85
2020/1/31,13:00:15,23216.3
2020/1/31,13:05:03,23212.99
2020/1/31,13:10:03,23209.61
2020/1/31,13:15:03,23211.23
2020/1/31,13:20:05,23215.08
2020/1/31,13:25:03,23207.56
2020/1/31,13:30:03,23188.45
2020/1/31,13:35:03,23220.95
2020/1/31,13:40:03,23221.14
2020/1/31,13:45:10,23229.99
2020/1/31,13:50:13,23245.23
2020/1/31,13:55:08,23252.54
2020/1/31,14:00:03,23251.32
2020/1/31,14:05:03,23272.02
2020/1/31,14:10:03,23251.37
2020/1/31,14:15:03,23250.33
2020/1/31,14:20:03,23231.98
2020/1/31,14:25:05,23245.19
2020/1/31,14:30:03,23240.23
2020/1/31,14:35:03,23236.11
2020/1/31,14:40:13,23230.18
2020/1/31,14:45:03,23230.89
2020/1/31,14:50:03,23215.87
2020/1/31,14:55:03,23231.29
2020/1/31,15:00:03,23218.11
2020/1/31,15:05:03,23205.18
2020/2/3,9:05:25,22815.82
2020/2/3,9:10:09,22792.25
2020/2/3,9:15:08,22850.55
2020/2/3,9:20:03,22853.92
2020/2/3,9:25:06,22858.28
2020/2/3,9:30:11,22873.05
2020/2/3,9:35:08,22889.12
2020/2/3,9:40:06,22914.06
2020/2/3,9:45:07,22918.25
2020/2/3,9:50:09,22955.37
2020/2/3,9:55:08,22902.61
2020/2/3,10:00:11,22877.56
2020/2/3,10:05:08,22862.16
2020/2/3,10:10:12,22855.85
2020/2/3,10:15:08,22909.1
2020/2/3,10:20:11,22835.05
2020/2/3,10:25:14,22828.84
2020/2/3,10:30:10,22825.32
2020/2/3,10:35:06,22899.53
2020/2/3,10:40:11,22963.32
2020/2/3,10:45:08,22996.61
2020/2/3,10:50:08,22946.42
2020/2/3,10:55:03,22984.38
2020/2/3,11:00:13,23001.65
2020/2/3,11:05:08,22988.15
2020/2/3,11:10:09,22929.14
2020/2/3,11:15:04,22959.19
2020/2/3,11:20:03,22968.23
2020/2/3,11:25:03,22985.3
2020/2/3,11:30:03,22978.43
2020/2/3,11:35:03,22981.99
2020/2/3,12:35:03,22965.49
2020/2/3,12:40:04,22973.04
2020/2/3,12:45:07,22959.08
2020/2/3,12:50:06,22963.67
2020/2/3,12:55:04,22960.38
2020/2/3,13:00:11,22964.13
2020/2/3,13:05:06,22956.71
2020/2/3,13:10:07,22955.83
2020/2/3,13:15:14,22939.38
2020/2/3,13:20:09,22957.34
2020/2/3,13:25:09,22956.23
2020/2/3,13:30:10,22943.29
2020/2/3,13:35:04,22943.72
2020/2/3,13:40:05,22952.59
2020/2/3,13:45:03,22953
2020/2/3,13:50:03,22941.96
2020/2/3,13:55:04,22946.21
2020/2/3,14:00:03,22953.21
2020/2/3,14:05:04,22966.89
2020/2/3,14:10:06,22973.19
2020/2/3,14:15:05,22972.24
2020/2/3,14:20:05,22996.77
2020/2/3,14:25:03,23007.68
2020/2/3,14:30:03,23007.28
2020/2/3,14:35:03,23001.71
2020/2/3,14:40:16,23011.15
2020/2/3,14:45:32,23003.14
2020/2/3,14:50:18,22986.57
2020/2/3,14:55:14,22972.73
2020/2/3,15:00:14,22966.88
2020/2/3,15:05:17,22971.94
2020/2/4,9:05:17,22883.02
2020/2/4,9:10:03,22890.49
2020/2/4,9:15:03,22913.56
2020/2/4,9:20:03,22890.69
2020/2/4,9:25:03,22893.8
2020/2/4,9:30:03,22882.65
2020/2/4,9:35:04,22906.19
2020/2/4,9:40:03,22903.38
2020/2/4,9:45:03,22887.78
2020/2/4,9:50:03,22891.29
2020/2/4,9:55:05,22893.5
2020/2/4,10:00:06,22903.92
2020/2/4,10:05:07,22918.72
2020/2/4,10:10:06,22910.1
2020/2/4,10:15:05,22918.37
2020/2/4,10:20:08,22935.98
2020/2/4,10:25:08,22985.14
2020/2/4,10:30:07,22969.93
2020/2/4,10:35:07,22989.19
2020/2/4,10:40:10,23024.67
2020/2/4,10:45:07,23000.69
2020/2/4,10:50:09,23002.69
2020/2/4,10:55:03,23010.93
2020/2/4,11:00:03,23019.97
2020/2/4,11:05:03,23009.68
2020/2/4,11:10:03,22996.72
2020/2/4,11:15:04,23008.26
2020/2/4,11:20:03,22994.76
2020/2/4,11:25:03,22971.77
2020/2/4,11:30:03,22988.74
2020/2/4,11:35:03,22995.01
2020/2/4,12:35:03,23019.2
2020/2/4,12:40:03,23053.18
2020/2/4,12:45:03,23071.12
2020/2/4,12:50:03,23047.26
2020/2/4,12:55:03,23056.54
2020/2/4,13:00:09,23048.4
2020/2/4,13:05:07,23065.87
2020/2/4,13:10:04,23058.07
2020/2/4,13:15:03,23046.02
2020/2/4,13:20:03,23047.74
2020/2/4,13:25:04,23060.77
2020/2/4,13:30:05,23075.95
2020/2/4,13:35:07,23077.53
2020/2/4,13:40:04,23099.05
2020/2/4,13:45:03,23079.09
2020/2/4,13:50:03,23069.56
2020/2/4,13:55:03,23065.79
2020/2/4,14:00:03,23060.18
2020/2/4,14:05:03,23062.55
2020/2/4,14:10:03,23070.26
2020/2/4,14:15:03,23070.4
2020/2/4,14:21:46,23084.79
2020/2/4,14:25:07,23083.03
2020/2/4,14:30:03,23081.29
2020/2/4,14:35:03,23081.94
2020/2/4,14:40:03,23095.28
2020/2/4,14:45:53,23099.04
2020/2/4,14:50:03,23110.8
2020/2/4,14:55:03,23088.68
2020/2/4,15:00:03,23091.07
2020/2/4,15:05:03,23084.59
2020/2/5,12:04:20,23350
2020/2/5,12:35:03,23349.61
2020/2/5,12:40:03,23357.04
2020/2/5,12:45:03,23387.45
2020/2/5,12:50:03,23383.19
2020/2/5,12:55:03,23385.04
2020/2/5,13:00:09,23370.44
2020/2/5,13:05:18,23374.3
2020/2/5,13:13:40,23385.48
2020/2/5,13:15:47,23373.59
2020/2/5,13:20:08,23383.9
2020/2/5,13:25:07,23380.02
2020/2/5,13:30:07,23384.42
2020/2/5,13:35:08,23393.98
2020/2/5,13:40:06,23401.77
2020/2/5,13:45:08,23392.64
2020/2/5,13:50:06,23403.76
2020/2/5,13:55:03,23409.01
2020/2/5,14:00:09,23410.53
2020/2/5,14:05:08,23404.15
2020/2/5,14:10:03,23403.8
2020/2/5,14:15:04,23391.51
2020/2/5,14:26:32,23355.34
2020/2/6,9:05:24,23628.67
2020/2/6,9:10:08,23698.6
2020/2/6,9:15:10,23698.55
2020/2/6,9:20:11,23704.12
2020/2/6,9:25:09,23704.87
2020/2/6,9:30:09,23686.8
2020/2/6,9:35:07,23690.19
2020/2/6,9:40:09,23697.33
2020/2/6,9:45:09,23715.53
2020/2/6,9:50:05,23683.93
2020/2/6,9:55:08,23690.37
2020/2/6,10:00:09,23688.97
2020/2/6,10:05:09,23699.73
2020/2/6,10:15:16,23741.24
2020/2/6,10:20:10,23771.74
2020/2/6,10:25:09,23766.84
2020/2/6,10:30:06,23761.92
2020/2/6,10:35:06,23720.94
2020/2/6,10:40:03,23736.5
2020/2/6,10:45:03,23735.34
2020/2/6,10:50:06,23735.48
2020/2/6,10:55:03,23750.87
2020/2/6,11:00:04,23742.28
2020/2/6,11:05:05,23765.51
2020/2/6,11:10:04,23782.74
2020/2/6,11:15:04,23783.65
2020/2/6,11:20:03,23776.79
2020/2/6,11:25:03,23782.13
2020/2/6,11:30:03,23792.74
2020/2/6,11:35:03,23803.19
2020/2/6,12:35:03,23816.16
2020/2/6,12:40:03,23845.23
2020/2/6,12:45:03,23846.82
2020/2/6,12:52:33,23845.3
2020/2/6,12:55:10,23842.62
2020/2/6,13:00:15,23842.99
2020/2/6,13:05:10,23844.54
2020/2/6,13:10:03,23883.55
2020/2/6,13:15:03,23892.54
2020/2/6,13:20:19,23902.88
2020/2/6,13:25:09,23909.98
2020/2/6,13:30:03,23903.81
2020/2/6,13:35:03,23943.56
2020/2/6,13:40:03,23952.5
2020/2/6,13:45:03,23972.69
2020/2/6,13:50:03,23971.65
2020/2/6,13:55:04,23983.97
2020/2/6,14:00:03,23989.24
2020/2/6,14:05:05,23991.34
2020/2/6,14:14:45,23944.46
2020/2/6,14:15:56,23949.92
2020/2/6,14:20:08,23928.44
2020/2/6,14:25:06,23916.26
2020/2/6,14:30:03,23916.74
2020/2/6,14:35:04,23945.31
2020/2/6,14:40:03,23937.02
2020/2/6,14:45:03,23917.46
2020/2/6,14:50:07,23940.3
2020/2/6,14:55:04,23917.78
2020/2/6,15:00:03,23926.47
2020/2/6,15:05:07,23873.59
2020/2/7,9:05:22,23895.41
2020/2/7,9:10:09,23901.69
2020/2/7,9:15:09,23932.36
2020/2/7,9:20:09,23934.18
2020/2/7,9:25:10,23923.21
2020/2/7,9:30:09,23923.61
2020/2/7,9:35:07,23900.9
2020/2/7,9:40:16,23846.76
2020/2/7,9:45:09,23827.99
2020/2/7,9:50:08,23787.78
2020/2/7,9:55:08,23783.93
2020/2/7,10:00:03,23815.34
2020/2/7,10:05:05,23838.42
2020/2/7,10:10:09,23823.22
2020/2/7,10:15:07,23795.53
2020/2/7,10:20:11,23837.91
2020/2/7,10:25:09,23829.1
2020/2/7,10:30:09,23820.44
2020/2/7,10:41:12,23832.07
2020/2/7,10:45:08,23836.03
2020/2/7,10:50:05,23842.7
2020/2/7,10:55:03,23849.8
2020/2/7,11:00:06,23824.98
2020/2/7,11:05:05,23824.11
2020/2/7,11:10:06,23830.58
2020/2/7,11:15:04,23829.56
2020/2/7,11:20:03,23830.71
2020/2/7,11:25:04,23851.6
2020/2/7,11:30:03,23873.55
2020/2/7,11:35:03,23855.37
2020/2/7,12:35:03,23810.13
2020/2/7,12:40:04,23812.65
2020/2/7,12:45:04,23820.63
2020/2/7,12:50:03,23832.3
2020/2/7,12:56:01,23845.68
2020/2/7,13:00:07,23843.17
2020/2/7,13:05:04,23834.04
2020/2/7,13:10:06,23829.62
2020/2/7,13:15:06,23825.28
2020/2/7,13:20:05,23817.89
2020/2/7,13:25:04,23826.57
2020/2/7,13:30:03,23830.21
2020/2/7,13:35:04,23829.27
2020/2/7,13:40:03,23814.95
2020/2/7,13:45:03,23816.9
2020/2/7,13:50:07,23812.09
2020/2/7,13:55:04,23818.89
2020/2/7,14:00:03,23820.71
2020/2/7,14:05:03,23825.06
2020/2/7,14:10:03,23824.95
2020/2/7,14:15:03,23821.86
2020/2/7,14:20:04,23814.52
2020/2/7,14:25:03,23810.98
2020/2/7,14:30:03,23824.62
2020/2/7,14:35:03,23829.48
2020/2/7,14:41:37,23831.62
2020/2/7,14:45:06,23832.85
2020/2/7,14:50:05,23840.19
2020/2/7,14:55:03,23825.72
2020/2/7,15:00:06,23833.75
2020/2/7,15:05:04,23827.98
2020/2/10,9:05:28,23649.82
2020/2/10,9:10:09,23667.81
2020/2/10,9:15:04,23659.66
2020/2/10,9:20:04,23642.31
2020/2/10,9:25:04,23644.99
2020/2/10,9:30:03,23657.15
2020/2/10,9:35:03,23667.06
2020/2/10,9:40:03,23689.3
2020/2/10,9:45:04,23685.67
2020/2/10,9:50:03,23676.62
2020/2/10,9:55:03,23651
2020/2/10,10:00:03,23635.98
2020/2/10,10:05:03,23661.91
2020/2/10,10:10:06,23632.2
2020/2/10,10:15:12,23634.89
2020/2/10,10:20:10,23653.23
2020/2/10,10:25:10,23664.76
2020/2/10,10:30:05,23659.37
2020/2/10,10:35:04,23667.7
2020/2/10,10:40:04,23714.78
2020/2/10,10:45:15,23711.11
2020/2/10,10:50:03,23727.77
2020/2/10,10:55:03,23735.1
2020/2/10,11:00:03,23726.01
2020/2/10,11:05:03,23730.13
2020/2/10,11:10:04,23722.47
2020/2/10,11:15:05,23747.7
2020/2/10,11:20:03,23767.51
2020/2/10,11:25:03,23774.5
2020/2/10,11:30:03,23779.5
2020/2/10,11:35:03,23778.29
2020/2/10,12:35:03,23727.37
2020/2/10,12:40:03,23730.87
2020/2/10,12:45:03,23745.43
2020/2/10,12:50:03,23743.87
2020/2/10,12:55:13,23725.88
2020/2/10,13:00:14,23721
2020/2/10,13:05:10,23716.67
2020/2/10,13:10:09,23706.78
2020/2/10,13:15:04,23694.73
2020/2/10,13:20:08,23711.84
2020/2/10,13:25:15,23694.5
2020/2/10,13:30:08,23709.84
2020/2/10,13:35:03,23705.93
2020/2/10,13:40:03,23699.12
2020/2/10,13:45:07,23707.75
2020/2/10,13:50:08,23698.34
2020/2/10,13:55:03,23694.42
2020/2/10,14:00:10,23677.44
2020/2/10,14:05:05,23682.63
2020/2/10,14:10:16,23683.28
2020/2/10,14:15:08,23688.76
2020/2/10,14:20:03,23670.87
2020/2/10,14:25:04,23679.43
2020/2/10,14:32:26,23701.1
2020/2/10,14:35:10,23696.41
2020/2/10,14:40:15,23705.56
2020/2/10,14:45:09,23719.03
2020/2/10,14:50:10,23723.9
2020/2/10,14:55:03,23702.73
2020/2/10,15:00:07,23689.36
2020/2/10,15:05:07,23685.98
2020/2/12,9:05:08,23742.88
2020/2/12,9:10:04,23752.52
2020/2/12,9:15:03,23825.62
2020/2/12,9:20:03,23844.09
2020/2/12,9:25:03,23824.61
2020/2/12,9:30:03,23802.48
2020/2/12,9:35:03,23787.51
2020/2/12,9:40:03,23759.96
2020/2/12,9:45:04,23766.08
2020/2/12,9:50:03,23741.65
2020/2/12,9:55:05,23765.49
2020/2/12,10:00:03,23775.24
2020/2/12,10:05:03,23805.93
2020/2/12,10:10:04,23800.06
2020/2/12,10:15:03,23802.43
2020/2/12,10:20:04,23800.68
2020/2/12,10:25:03,23812.29
2020/2/12,10:30:04,23799.86
2020/2/12,10:35:03,23797
2020/2/12,10:40:03,23792.37
2020/2/12,10:45:03,23798.28
2020/2/12,10:50:03,23833.56
2020/2/12,10:55:03,23807.18
2020/2/12,11:00:06,23803.33
2020/2/12,11:05:03,23807.83
2020/2/12,11:10:03,23811.75
2020/2/12,11:15:04,23800.08
2020/2/12,11:20:03,23806.81
2020/2/12,11:25:03,23808.89
2020/2/12,11:30:03,23814.6
2020/2/12,11:35:03,23813.52
2020/2/12,12:35:03,23829.64
2020/2/12,12:40:03,23830.23
2020/2/12,12:45:06,23826.75
2020/2/12,12:50:03,23834.43
2020/2/12,12:55:03,23829.96
2020/2/12,13:00:03,23822.87
2020/2/12,13:05:03,23816.83
2020/2/12,13:10:03,23809.19
2020/2/12,13:15:03,23807.67
2020/2/12,13:20:03,23806.62
2020/2/12,13:25:04,23813.1
2020/2/12,13:30:04,23814.56
2020/2/12,13:35:04,23806.86
2020/2/12,13:40:03,23807.72
2020/2/12,13:45:03,23808.6
2020/2/12,13:50:03,23807.19
2020/2/12,13:55:03,23806.61
2020/2/12,14:00:04,23804.55
2020/2/12,14:05:04,23814.35
2020/2/12,14:10:03,23823.03
2020/2/12,14:15:03,23813.96
2020/2/12,14:20:03,23808.33
2020/2/12,14:25:05,23806.73
2020/2/12,14:30:03,23810.53
2020/2/12,14:35:06,23803.72
2020/2/12,14:40:04,23809.44
2020/2/12,14:46:40,23825.87
2020/2/12,14:50:09,23820.43
2020/2/12,14:55:04,23841.81
2020/2/12,15:00:03,23862.57
2020/2/12,15:05:05,23861.21
2020/2/13,9:05:31,23866.89
2020/2/13,9:10:02,23830.14
2020/2/13,9:15:02,23858.85
2020/2/13,9:20:02,23836.28
2020/2/13,9:25:02,23846.37
2020/2/13,9:30:02,23813.04
2020/2/13,9:35:02,23817.71
2020/2/13,9:40:02,23825.64
2020/2/13,9:45:02,23808.57
2020/2/13,9:50:02,23815.48
2020/2/13,9:55:02,23809.08
2020/2/13,10:00:02,23819.57
2020/2/13,10:05:02,23838.21
2020/2/13,10:10:02,23845.51
2020/2/13,10:15:02,23848.5
2020/2/13,10:20:02,23848.78
2020/2/13,10:25:02,23859.34
2020/2/13,10:30:02,23883.12
2020/2/13,10:35:02,23868.32
2020/2/13,10:40:02,23872.09
2020/2/13,10:45:02,23870.67
2020/2/13,10:50:02,23908.33
2020/2/13,10:55:02,23898.75
2020/2/13,11:00:02,23887.17
2020/2/13,11:05:02,23853.66
2020/2/13,11:10:02,23859.1
2020/2/13,11:15:02,23877.39
2020/2/13,11:20:02,23879.94
2020/2/13,11:25:02,23869.2
2020/2/13,11:30:02,23869.01
2020/2/13,11:35:02,23875.75
2020/2/13,12:35:02,23845.37
2020/2/13,12:40:02,23847.01
2020/2/13,12:45:02,23847.35
2020/2/13,12:50:02,23836.87
2020/2/13,12:55:02,23829.4
2020/2/13,13:00:02,23816.8
2020/2/13,13:05:31,23832.09
2020/2/13,13:10:05,23834.33
2020/2/13,13:15:04,23833.85
2020/2/13,13:20:05,23834.96
2020/2/13,13:25:33,23822.59
2020/2/13,14:25:24,23816.43
2020/2/13,14:30:10,23796.47
2020/2/13,14:35:05,23799.18
2020/2/13,14:40:15,23797.51
2020/2/13,14:45:29,23792.2
2020/2/13,14:50:10,23811.51
2020/2/13,14:55:02,23804.47
2020/2/13,15:00:02,23817.87
2020/2/13,15:05:12,23827.73
2020/2/14,9:05:16,23686.34
2020/2/14,9:10:03,23679.24
2020/2/14,9:15:03,23673.86
2020/2/14,9:20:03,23663.28
2020/2/14,9:25:03,23648.47
2020/2/14,9:30:03,23629.89
2020/2/14,9:35:03,23640.64
2020/2/14,9:40:03,23638.19
2020/2/14,9:45:03,23623.93
2020/2/14,9:50:03,23633.09
2020/2/14,9:55:03,23647.54
2020/2/14,10:00:03,23679.01
2020/2/14,10:05:03,23687.82
2020/2/14,10:10:03,23661.84
2020/2/14,10:15:07,23665.72
2020/2/14,10:20:04,23640.12
2020/2/14,10:25:04,23662.76
2020/2/14,10:30:03,23649.78
2020/2/14,10:35:05,23662.8
2020/2/14,10:40:03,23677.5
2020/2/14,10:45:03,23692.01
2020/2/14,10:50:03,23671.11
2020/2/14,10:55:04,23678.54
2020/2/14,11:00:03,23679.61
2020/2/14,11:05:04,23683.47
2020/2/14,11:10:03,23675.62
2020/2/14,11:15:05,23658.61
2020/2/14,11:20:04,23667.63
2020/2/14,11:25:04,23695.21
2020/2/14,11:30:03,23698.73
2020/2/14,11:35:04,23704.59
2020/2/14,12:35:03,23726.41
2020/2/14,12:40:03,23713.98
2020/2/14,12:45:03,23705.14
2020/2/14,12:50:03,23714.76
2020/2/14,12:55:10,23713.02
2020/2/14,13:00:05,23706.44
2020/2/14,13:05:04,23700.19
2020/2/14,13:10:03,23684.78
2020/2/14,13:15:03,23684.1
2020/2/14,13:20:03,23688.26
2020/2/14,13:25:04,23678.75
2020/2/14,13:30:03,23686.61
2020/2/14,13:35:03,23684.98
2020/2/14,13:40:04,23680.38
2020/2/14,13:45:03,23670.02
2020/2/14,13:50:03,23686.41
2020/2/14,13:55:03,23694.06
2020/2/14,14:00:03,23682.11
2020/2/14,14:05:03,23680.92
2020/2/14,14:10:03,23681.86
2020/2/14,14:15:03,23680.43
2020/2/14,14:20:03,23674.19
2020/2/14,14:25:03,23672.67
2020/2/14,14:30:04,23666.79
2020/2/14,14:35:03,23655.48
2020/2/14,14:40:03,23645.22
2020/2/14,14:45:03,23658.71
2020/2/14,14:50:06,23660.1
2020/2/14,14:55:03,23668.84
2020/2/14,15:00:04,23663.36
2020/2/14,15:05:04,23687.59
2020/2/17,9:05:18,23475.49
2020/2/17,9:10:03,23418.79
2020/2/17,9:15:03,23366.37
2020/2/17,9:20:03,23361.65
2020/2/17,9:25:03,23387.05
2020/2/17,9:30:03,23406.26
2020/2/17,9:35:03,23401.25
2020/2/17,9:40:03,23416.66
2020/2/17,9:45:03,23408.86
2020/2/17,9:50:03,23453.61
2020/2/17,9:55:03,23419.05
2020/2/17,10:00:03,23410.53
2020/2/17,10:05:03,23401.81
2020/2/17,10:10:03,23395.14
2020/2/17,10:15:03,23426.31
2020/2/17,10:20:03,23438.83
2020/2/17,10:25:03,23442.24
2020/2/17,10:30:03,23480.2
2020/2/17,10:35:03,23464.74
2020/2/17,10:40:03,23486.43
2020/2/17,10:45:03,23499.81
2020/2/17,10:50:03,23534.21
2020/2/17,10:55:03,23551.4
2020/2/17,11:00:03,23520.54
2020/2/17,11:05:03,23537.51
2020/2/17,11:10:03,23553.2
2020/2/17,11:15:03,23555.64
2020/2/17,11:20:03,23543.56
2020/2/17,11:25:10,23536.24
2020/2/17,11:30:06,23531.05
2020/2/17,11:35:06,23537.03
2020/2/17,12:35:03,23494.93
2020/2/17,12:40:03,23498.64
2020/2/17,12:45:03,23502.04
2020/2/17,12:50:03,23510.3
2020/2/17,12:55:03,23511.02
2020/2/17,13:00:03,23508.22
2020/2/17,13:05:03,23499.74
2020/2/17,13:10:03,23484.68
2020/2/17,13:15:03,23462.94
2020/2/17,13:20:03,23461.49
2020/2/17,13:25:03,23458.07
2020/2/17,13:30:03,23466.87
2020/2/17,13:35:03,23478.27
2020/2/17,13:40:03,23486.57
2020/2/17,13:45:03,23477.15
2020/2/17,13:50:03,23473.98
2020/2/17,13:55:04,23478.21
2020/2/17,14:00:10,23489.57
2020/2/17,14:05:04,23484.45
2020/2/17,14:10:03,23498.29
2020/2/17,14:15:06,23502.2
2020/2/17,14:20:03,23522.08
2020/2/17,14:25:03,23525.41
2020/2/17,14:30:03,23537.73
2020/2/17,14:35:03,23542.49
2020/2/17,14:40:03,23541.46
2020/2/17,14:45:03,23544.12
2020/2/17,14:50:03,23549.08
2020/2/17,14:55:03,23538.73
2020/2/17,15:00:03,23533.85
2020/2/17,15:05:06,23523.24
2020/2/18,9:05:25,23388.87
2020/2/18,9:10:07,23360.36
2020/2/18,9:15:06,23391.34
2020/2/18,9:20:04,23370.04
2020/2/18,9:25:03,23358.08
2020/2/18,9:30:04,23365.92
2020/2/18,9:35:04,23386.55
2020/2/18,9:40:04,23399.97
2020/2/18,9:45:03,23356.77
2020/2/18,9:50:03,23341.11
2020/2/18,9:55:04,23344.09
2020/2/18,10:00:04,23325.14
2020/2/18,10:05:04,23312.36
2020/2/18,10:10:06,23265.6
2020/2/18,10:15:05,23273.11
2020/2/18,10:20:07,23255.76
2020/2/18,10:25:07,23275.51
2020/2/18,10:30:06,23292.85
2020/2/18,10:35:04,23309.32
2020/2/18,10:40:05,23271.97
2020/2/18,10:45:06,23253.88
2020/2/18,10:50:06,23246.44
2020/2/18,10:55:07,23243.41
2020/2/18,11:00:06,23264.46
2020/2/18,11:05:04,23262.28
2020/2/18,11:10:04,23277.05
2020/2/18,11:15:06,23260.54
2020/2/18,11:20:04,23254.56
2020/2/18,11:25:09,23254.52
2020/2/18,11:30:07,23240.17
2020/2/18,11:35:06,23237.44
2020/2/18,12:35:03,23192.65
2020/2/18,12:40:04,23185.21
2020/2/18,12:45:03,23175.08
