年月日,時刻,日経平均株価
2020/2/18,12:50:03,23164.65
2020/2/18,12:55:05,23175.61
2020/2/18,13:00:05,23162.23
2020/2/18,13:05:04,23163.53
2020/2/18,13:10:05,23149.86
2020/2/18,13:15:03,23140.16
2020/2/18,13:20:03,23150.51
2020/2/18,13:25:05,23170.31
2020/2/18,13:30:05,23170.88
2020/2/18,13:35:04,23172.06
2020/2/18,13:40:03,23181.07
2020/2/18,13:45:05,23179.5
2020/2/18,13:50:06,23186.43
2020/2/18,13:55:04,23187.77
2020/2/18,14:00:06,23195.24
2020/2/18,14:05:06,23185.9
2020/2/18,14:10:04,23169.82
2020/2/18,14:15:03,23169.33
2020/2/18,14:22:43,23169.4
2020/2/18,14:25:03,23164.09
2020/2/18,14:30:04,23171.3
2020/2/18,14:35:03,23183.07
2020/2/18,14:40:03,23189.85
2020/2/18,14:45:03,23200.2
2020/2/18,14:50:03,23183.24
2020/2/18,14:55:03,23169.33
2020/2/18,15:00:03,23183.08
2020/2/18,15:05:03,23193.8
2020/2/19,9:05:17,23339.89
2020/2/19,9:10:03,23334.44
2020/2/19,9:15:03,23301.27
2020/2/19,9:20:03,23290.55
2020/2/19,9:25:03,23281.11
2020/2/19,9:30:03,23276
2020/2/19,9:35:03,23297.6
2020/2/19,9:40:03,23290.94
2020/2/19,9:45:03,23302.14
2020/2/19,9:50:03,23298.96
2020/2/19,9:55:03,23301.25
2020/2/19,10:00:03,23306.05
2020/2/19,10:05:03,23285.25
2020/2/19,10:10:03,23266.03
2020/2/19,10:15:03,23255.42
2020/2/19,10:20:05,23243.42
2020/2/19,10:25:05,23264.07
2020/2/19,10:30:03,23260.86
2020/2/19,10:35:03,23254.42
2020/2/19,10:40:03,23276.53
2020/2/19,10:45:07,23278.49
2020/2/19,10:50:03,23299.77
2020/2/19,10:55:03,23312.68
2020/2/19,11:00:03,23308.97
2020/2/19,11:05:03,23325.66
2020/2/19,11:10:04,23329.5
2020/2/19,11:15:03,23344.33
2020/2/19,11:20:03,23370.05
2020/2/19,11:25:03,23377.02
2020/2/19,11:30:03,23355.59
2020/2/19,11:35:03,23359.6
2020/2/19,12:35:03,23386.85
2020/2/19,12:40:03,23381.85
2020/2/19,12:45:03,23384.24
2020/2/19,12:50:03,23382.09
2020/2/19,12:55:03,23392.1
2020/2/19,13:00:03,23418.57
2020/2/19,13:05:05,23431.47
2020/2/19,13:10:03,23429.55
2020/2/19,13:15:03,23450.11
2020/2/19,13:20:04,23455.73
2020/2/19,13:25:03,23463.1
2020/2/19,13:30:03,23460.55
2020/2/19,13:35:03,23460.16
2020/2/19,13:40:03,23453.6
2020/2/19,13:45:03,23450.87
2020/2/19,13:50:03,23433.98
2020/2/19,13:55:03,23414.17
2020/2/19,14:00:03,23418.15
2020/2/19,14:05:03,23405.64
2020/2/19,14:10:03,23419.15
2020/2/19,14:15:03,23418.47
2020/2/19,14:23:37,23405.7
2020/2/19,14:25:03,23409.1
2020/2/19,14:30:03,23414.2
2020/2/19,14:35:03,23404.57
2020/2/19,14:40:03,23402.11
2020/2/19,14:45:03,23406.74
2020/2/19,14:50:03,23409.78
2020/2/19,14:55:03,23430.94
2020/2/19,15:00:03,23412.2
2020/2/19,15:05:03,23400.7
2020/2/20,9:05:18,23712
2020/2/20,9:10:03,23766.24
2020/2/20,9:15:03,23711.17
2020/2/20,9:20:03,23742.55
2020/2/20,9:25:03,23720.19
2020/2/20,9:30:03,23740.92
2020/2/20,9:35:03,23759.56
2020/2/20,9:40:03,23740.77
2020/2/20,9:45:03,23752.44
2020/2/20,9:50:03,23770.72
2020/2/20,9:55:03,23792.53
2020/2/20,10:00:03,23800.97
2020/2/20,10:05:03,23760.48
2020/2/20,10:10:03,23731.79
2020/2/20,10:15:03,23746.73
2020/2/20,10:20:03,23726.99
2020/2/20,10:25:03,23708.79
2020/2/20,10:30:03,23719.91
2020/2/20,10:35:03,23720.69
2020/2/20,10:40:03,23701.13
2020/2/20,10:45:03,23738.33
2020/2/20,10:50:03,23747.79
2020/2/20,10:55:03,23736.98
2020/2/20,11:00:03,23707.34
2020/2/20,11:05:03,23678.64
2020/2/20,11:10:03,23668.98
2020/2/20,11:15:03,23672.78
2020/2/20,11:20:03,23650.19
2020/2/20,11:25:03,23637.27
2020/2/20,11:30:03,23613.56
2020/2/20,11:35:03,23607.77
2020/2/20,12:35:03,23472.02
2020/2/20,12:40:03,23484.61
2020/2/20,12:45:03,23486.32
2020/2/20,12:50:03,23500.81
2020/2/20,12:55:03,23450.85
2020/2/20,13:00:03,23431.33
2020/2/20,13:05:03,23446.47
2020/2/20,13:10:03,23463.21
2020/2/20,13:15:04,23487.65
2020/2/20,13:20:03,23488.95
2020/2/20,13:25:05,23493.88
2020/2/20,13:30:04,23484.51
2020/2/20,13:35:03,23464.31
2020/2/20,13:40:03,23462.17
2020/2/20,13:45:03,23465.21
2020/2/20,13:50:03,23486.72
2020/2/20,13:55:03,23487.36
2020/2/20,14:00:03,23487.16
2020/2/20,14:05:03,23496.49
2020/2/20,14:10:03,23499.72
2020/2/20,14:15:03,23493.53
2020/2/20,14:23:45,23485.46
2020/2/20,14:26:30,23477.77
2020/2/20,14:30:03,23476.77
2020/2/20,14:35:03,23472.16
2020/2/20,14:40:03,23455.69
2020/2/20,14:45:03,23463.88
2020/2/20,14:50:03,23481.13
2020/2/20,14:55:03,23485.34
2020/2/20,15:00:03,23502.56
2020/2/20,15:05:03,23479.15
2020/2/21,9:05:11,23468.4
2020/2/21,9:10:04,23497.46
2020/2/21,9:15:03,23494.88
2020/2/21,9:20:03,23511.27
2020/2/21,9:25:03,23542.3
2020/2/21,9:30:03,23544.44
2020/2/21,9:35:03,23563.79
2020/2/21,9:40:03,23574.08
2020/2/21,9:45:03,23577.83
2020/2/21,9:50:03,23517.93
2020/2/21,9:55:03,23491.09
2020/2/21,10:00:07,23494.16
2020/2/21,10:05:04,23471.48
2020/2/21,10:10:03,23453.08
2020/2/21,10:15:03,23469.37
2020/2/21,10:20:03,23496.32
2020/2/21,10:27:16,23487.59
2020/2/21,10:30:03,23490.74
2020/2/21,10:35:03,23492.45
2020/2/21,10:40:03,23503.86
2020/2/21,10:45:03,23518.21
2020/2/21,10:50:03,23479.1
2020/2/21,10:55:03,23487.8
2020/2/21,11:00:03,23483.19
2020/2/21,11:05:03,23470.89
2020/2/21,11:10:03,23448.44
2020/2/21,11:15:03,23446.05
2020/2/21,11:20:03,23461.15
2020/2/21,11:25:03,23440.25
2020/2/21,11:30:03,23423.03
2020/2/21,11:35:03,23413.81
2020/2/21,12:35:03,23479.64
2020/2/21,12:40:03,23460.48
2020/2/21,12:45:03,23456.48
2020/2/21,12:50:03,23457.6
2020/2/21,12:55:03,23465.39
2020/2/21,13:00:03,23466.94
2020/2/21,13:05:03,23478.91
2020/2/21,13:10:03,23471.45
2020/2/21,13:15:03,23478.62
2020/2/21,13:20:03,23469.8
2020/2/21,13:25:03,23462.89
2020/2/21,13:30:03,23451.62
2020/2/21,13:35:03,23447.96
2020/2/21,13:40:03,23444.12
2020/2/21,13:45:03,23445.67
2020/2/21,13:50:03,23454.74
2020/2/21,13:55:03,23449.97
2020/2/21,14:00:03,23454.87
2020/2/21,14:05:03,23459.31
2020/2/21,14:10:03,23450.05
2020/2/21,14:15:03,23451.85
2020/2/21,14:20:03,23450.65
2020/2/21,14:27:16,23446.41
2020/2/21,14:30:03,23441.85
2020/2/21,14:35:03,23423.73
2020/2/21,14:40:03,23411.42
2020/2/21,14:45:03,23408.66
2020/2/21,14:50:03,23411.16
2020/2/21,14:55:03,23390.46
2020/2/21,15:00:03,23393.51
2020/2/21,15:05:03,23386.74
2020/2/25,9:05:12,22944.72
2020/2/25,9:10:04,22449.46
2020/2/25,9:15:04,22509.86
2020/2/25,9:20:04,22517.06
2020/2/25,9:25:03,22537.51
2020/2/25,9:30:03,22522.33
2020/2/25,9:35:04,22553.82
2020/2/25,9:40:03,22627.32
2020/2/25,9:45:03,22615.4
2020/2/25,9:50:04,22557.16
2020/2/25,9:55:03,22600.69
2020/2/25,10:00:06,22636.15
2020/2/25,10:05:04,22653.68
2020/2/25,10:10:04,22679.2
2020/2/25,10:15:03,22665.19
2020/2/25,10:20:03,22683.53
2020/2/25,10:25:04,22701.76
2020/2/25,10:30:06,22671.32
2020/2/25,10:35:04,22656.28
2020/2/25,10:40:04,22694.88
2020/2/25,10:45:03,22721.91
2020/2/25,10:50:03,22724.69
2020/2/25,10:55:03,22705.43
2020/2/25,11:00:03,22694.75
2020/2/25,11:05:03,22691.22
2020/2/25,11:10:03,22687.79
2020/2/25,11:15:03,22664.53
2020/2/25,11:20:03,22698.81
2020/2/25,11:25:04,22728.51
2020/2/25,11:30:03,22728.98
2020/2/25,11:35:04,22686.61
2020/2/25,12:35:03,22622.93
2020/2/25,12:40:03,22615.78
2020/2/25,12:45:03,22609.15
2020/2/25,12:50:03,22598.46
2020/2/25,12:55:03,22626.5
2020/2/25,13:00:03,22648.38
2020/2/25,13:05:05,22609.34
2020/2/25,13:10:04,22601.05
2020/2/25,13:15:03,22588.71
2020/2/25,13:20:07,22576.39
2020/2/25,13:25:04,22596.02
2020/2/25,13:30:03,22600
2020/2/25,13:35:03,22609.37
2020/2/25,13:40:03,22602.94
2020/2/25,13:45:03,22607.6
2020/2/25,13:50:03,22623.03
2020/2/25,13:55:03,22632.47
2020/2/25,14:00:02,22622.92
2020/2/25,14:05:04,22638.11
2020/2/25,14:10:02,22639.02
2020/2/25,14:15:03,22652.61
2020/2/25,14:20:02,22666.05
2020/2/25,14:25:03,22649.14
2020/2/25,14:32:33,22630.74
2020/2/25,14:35:04,22623.1
2020/2/25,14:40:04,22624.53
2020/2/25,14:45:04,22640.56
2020/2/25,14:50:03,22640.94
2020/2/25,14:55:03,22610.67
2020/2/25,15:00:06,22602.27
2020/2/25,15:05:03,22605.41
2020/2/26,9:05:15,22315.57
2020/2/26,9:10:03,22397.6
2020/2/26,9:15:03,22363.33
2020/2/26,9:20:03,22337.1
2020/2/26,9:25:03,22316.06
2020/2/26,9:30:03,22290.91
2020/2/26,9:35:03,22318.53
2020/2/26,9:40:03,22339.52
2020/2/26,9:45:03,22316.1
2020/2/26,9:50:03,22322.98
2020/2/26,10:01:30,22284.3
2020/2/26,10:05:04,22280.16
2020/2/26,10:10:03,22268.98
2020/2/26,10:15:03,22226.15
2020/2/26,10:20:03,22254.53
2020/2/26,10:25:03,22218.65
2020/2/26,10:30:06,22227.83
2020/2/26,10:35:04,22217.29
2020/2/26,10:40:03,22232.88
2020/2/26,10:45:04,22211.34
2020/2/26,10:50:24,22187.21
2020/2/26,10:55:06,22164.56
2020/2/26,11:00:03,22187.55
2020/2/26,11:05:03,22141.95
2020/2/26,11:10:03,22137.49
2020/2/26,11:15:03,22211.25
2020/2/26,11:20:03,22324.91
2020/2/26,11:25:03,22314.4
2020/2/26,11:30:03,22357.76
2020/2/26,11:35:03,22357.39
2020/2/26,12:35:03,22373.02
2020/2/26,12:40:03,22397.34
2020/2/26,12:45:03,22422.74
2020/2/26,12:50:03,22444.57
2020/2/26,12:55:03,22406.59
2020/2/26,13:00:03,22406.81
2020/2/26,13:05:03,22406.14
2020/2/26,13:10:03,22385.42
2020/2/26,13:15:03,22353.55
2020/2/26,13:20:03,22331.33
2020/2/26,13:25:03,22331.85
2020/2/26,13:30:03,22354.79
2020/2/26,13:35:03,22384.39
2020/2/26,13:40:03,22403.8
2020/2/26,13:45:03,22389.24
2020/2/26,13:50:03,22414.12
2020/2/26,13:55:03,22406.17
2020/2/26,14:00:03,22399.14
2020/2/26,14:05:03,22389.4
2020/2/26,14:10:03,22386.64
2020/2/26,14:15:03,22407.54
2020/2/26,14:20:03,22406.77
2020/2/26,14:25:03,22366.58
2020/2/26,14:34:32,22387.05
2020/2/26,14:40:06,22390.53
2020/2/26,14:45:03,22373.87
2020/2/26,14:50:03,22396.22
2020/2/26,14:55:03,22423.74
2020/2/26,15:00:03,22446.94
2020/2/26,15:05:03,22426.19
2020/2/27,9:05:18,22203.49
2020/2/27,9:10:04,22158.89
2020/2/27,9:15:03,22128.8
2020/2/27,9:20:03,22176.83
2020/2/27,9:25:03,22145.51
2020/2/27,9:30:03,22195.26
2020/2/27,9:35:03,22189.58
2020/2/27,9:40:03,22188.62
2020/2/27,9:45:03,22162.32
2020/2/27,9:50:06,22138.88
2020/2/27,9:55:07,22123.65
2020/2/27,10:00:03,22104.94
2020/2/27,10:05:03,22119.77
2020/2/27,10:10:04,22096.66
2020/2/27,10:15:03,22072.57
2020/2/27,10:20:03,22079.23
2020/2/27,10:25:03,22097.67
2020/2/27,10:30:03,22086.99
2020/2/27,10:35:06,22058.06
2020/2/27,10:40:03,22032.02
2020/2/27,10:45:03,22052.69
2020/2/27,10:50:03,22070.45
2020/2/27,10:55:04,22054.92
2020/2/27,11:00:03,22035.44
2020/2/27,11:05:03,22009.52
2020/2/27,11:10:03,21996.54
2020/2/27,11:15:04,22040.02
2020/2/27,11:20:03,22078.23
2020/2/27,11:25:03,22049.23
2020/2/27,11:30:03,22011.36
2020/2/27,11:35:03,22025.05
2020/2/27,12:35:03,22039.3
2020/2/27,12:40:05,22016.77
2020/2/27,12:47:02,22014.74
2020/2/27,12:50:06,21987.72
2020/2/27,12:55:05,22005.85
2020/2/27,13:00:03,22000.36
2020/2/27,13:05:07,21984.47
2020/2/27,13:10:03,21974.33
2020/2/27,13:15:06,21942.26
2020/2/27,13:20:03,21956.38
2020/2/27,13:25:04,21954.06
2020/2/27,13:30:03,21932.65
2020/2/27,13:35:03,21900.9
2020/2/27,13:40:03,21928.23
2020/2/27,13:45:03,21896.9
2020/2/27,13:50:08,21897.07
2020/2/27,13:55:03,21892.52
2020/2/27,14:00:03,21865.66
2020/2/27,14:05:03,21860.32
2020/2/27,14:10:03,21917.07
2020/2/27,14:15:03,21943.69
2020/2/27,14:20:03,21935.79
2020/2/27,14:25:03,21964.56
2020/2/27,14:30:03,21953.76
2020/2/27,14:35:03,21956.63
2020/2/27,14:41:01,21957.5
2020/2/27,14:45:06,21944.47
2020/2/27,14:50:04,21918.76
2020/2/27,14:55:04,21937.41
2020/2/27,15:00:04,21989.39
2020/2/27,15:05:03,21948.23
2020/2/28,9:05:19,21525.12
2020/2/28,9:10:04,21378.46
2020/2/28,9:15:03,21287.73
2020/2/28,9:20:04,21241.43
2020/2/28,9:25:03,21260.96
2020/2/28,9:30:03,21246.97
2020/2/28,9:35:03,21246.92
2020/2/28,9:40:03,21340.12
2020/2/28,9:45:03,21252.01
2020/2/28,9:50:03,21327.63
2020/2/28,9:55:03,21279.02
2020/2/28,10:00:06,21284.06
2020/2/28,10:05:04,21357.83
2020/2/28,10:10:10,21293.18
2020/2/28,10:15:03,21250.38
2020/2/28,10:20:05,21207.98
2020/2/28,10:25:05,21237.98
2020/2/28,10:30:03,21200.21
2020/2/28,10:35:03,21216.7
2020/2/28,10:40:04,21230.55
2020/2/28,10:45:03,21204.52
2020/2/28,10:50:08,21232.23
2020/2/28,10:55:08,21230.38
2020/2/28,11:00:36,21252.12
2020/2/28,11:05:09,21250.46
2020/2/28,11:10:07,21213.46
2020/2/28,11:15:04,21220.34
2020/2/28,11:20:03,21253.33
2020/2/28,11:25:03,21236.95
2020/2/28,11:30:03,21217.97
2020/2/28,11:35:03,21184.77
2020/2/28,12:35:03,21019.38
2020/2/28,12:40:03,21037.06
2020/2/28,12:45:03,21012.33
2020/2/28,12:50:03,21018.14
2020/2/28,12:55:03,21072.13
2020/2/28,13:00:06,21086.38
2020/2/28,13:05:03,21120.19
2020/2/28,13:10:03,21066.37
2020/2/28,13:15:03,21084.73
2020/2/28,13:20:04,21042.86
2020/2/28,13:25:03,21056.6
2020/2/28,13:30:03,21053.64
2020/2/28,13:35:03,21063.83
2020/2/28,13:40:03,21067.71
2020/2/28,13:45:03,21024.51
2020/2/28,13:50:03,21046.02
2020/2/28,13:55:03,21045.29
2020/2/28,14:00:03,21031.93
2020/2/28,14:05:03,21018.54
2020/2/28,14:10:03,21016.7
2020/2/28,14:15:03,21035.57
2020/2/28,14:20:03,21003.1
2020/2/28,14:25:03,20983.71
2020/2/28,14:30:03,20958.37
2020/2/28,14:35:03,20998.8
2020/2/28,14:40:03,20986.2
2020/2/28,14:45:03,20932.44
2020/2/28,14:50:03,20925.81
2020/2/28,14:55:03,20947.36
2020/2/28,15:00:03,20967.06
2020/2/28,15:05:03,21142.96
2020/3/2,9:05:18,20910.49
2020/3/2,9:10:04,20958.92
2020/3/2,9:15:04,20876.18
2020/3/2,9:20:03,20888.6
2020/3/2,9:25:06,20885.28
2020/3/2,9:30:03,20854.86
2020/3/2,9:35:03,20867.6
2020/3/2,9:40:03,20930.81
2020/3/2,9:45:03,20888.44
2020/3/2,9:50:03,20876.3
2020/3/2,9:55:06,20920.38
2020/3/2,10:00:04,20939.42
2020/3/2,10:05:04,20960.44
2020/3/2,10:10:05,20996.91
2020/3/2,10:15:03,21021.95
2020/3/2,10:20:03,21054.58
2020/3/2,10:25:07,21086.22
2020/3/2,10:30:03,21188.82
2020/3/2,10:35:03,21309.46
2020/3/2,10:40:03,21231.05
2020/3/2,10:45:03,21308.84
2020/3/2,10:50:03,21251.49
2020/3/2,10:55:05,21258.31
2020/3/2,11:00:03,21231.5
2020/3/2,11:05:03,21158.63
2020/3/2,11:10:03,21243.93
2020/3/2,11:15:04,21247.3
2020/3/2,11:20:03,21299.48
2020/3/2,11:25:06,21310.44
2020/3/2,11:30:04,21351.96
2020/3/2,11:35:03,21377.87
2020/3/2,12:35:03,21508.44
2020/3/2,12:40:03,21557.15
2020/3/2,12:45:03,21558.58
2020/3/2,12:50:03,21509.33
2020/3/2,12:55:03,21491.38
2020/3/2,13:00:03,21440.08
2020/3/2,13:05:03,21420.35
2020/3/2,13:10:03,21419.61
2020/3/2,13:15:03,21407.48
2020/3/2,13:20:03,21422.22
2020/3/2,13:25:07,21448.58
2020/3/2,13:30:04,21421.47
2020/3/2,13:35:03,21336.04
2020/3/2,13:40:03,21311.26
2020/3/2,13:45:03,21297.24
2020/3/2,13:50:03,21282.06
2020/3/2,13:55:07,21340.72
2020/3/2,14:00:03,21363.35
2020/3/2,14:05:03,21364.01
2020/3/2,14:10:03,21353.31
2020/3/2,14:15:04,21363.61
2020/3/2,14:20:04,21310.61
2020/3/2,14:25:05,21329.33
2020/3/2,14:30:04,21340.12
2020/3/2,14:35:03,21368.49
2020/3/2,14:40:03,21350.92
2020/3/2,14:45:03,21327.17
2020/3/2,14:50:03,21335.8
2020/3/2,14:55:03,21361.11
2020/3/2,15:00:03,21400.31
2020/3/2,15:05:03,21344.08
2020/3/3,9:05:17,21602.68
2020/3/3,9:10:03,21681.5
2020/3/3,9:15:03,21627.17
2020/3/3,9:20:03,21585.49
2020/3/3,9:25:03,21532
2020/3/3,9:30:03,21571
2020/3/3,9:35:03,21546.2
2020/3/3,9:40:03,21554.91
2020/3/3,9:45:03,21528.93
2020/3/3,9:50:03,21511.32
2020/3/3,9:55:03,21523.65
2020/3/3,10:00:03,21548.52
2020/3/3,10:05:03,21564
2020/3/3,10:10:03,21547.53
2020/3/3,10:15:03,21539.08
2020/3/3,10:20:03,21503.12
2020/3/3,10:25:03,21422.82
2020/3/3,10:30:03,21443.25
2020/3/3,10:35:03,21431.42
2020/3/3,10:40:03,21398.4
2020/3/3,10:45:03,21372.48
2020/3/3,10:50:03,21371.96
2020/3/3,10:55:03,21346.61
2020/3/3,11:00:03,21337.95
2020/3/3,11:05:03,21353.05
2020/3/3,11:10:03,21391.61
2020/3/3,11:15:03,21338.9
2020/3/3,11:20:03,21365.27
2020/3/3,11:25:03,21344.06
2020/3/3,11:30:03,21345.61
2020/3/3,11:35:03,21355.2
2020/3/3,12:35:11,21400.84
2020/3/3,12:40:06,21354.84
2020/3/3,12:45:09,21378.31
2020/3/3,12:50:03,21350.38
2020/3/3,12:55:03,21386.31
2020/3/3,13:00:03,21406.33
2020/3/3,13:05:04,21394.78
2020/3/3,13:10:05,21331.6
2020/3/3,13:15:13,21342.14
2020/3/3,13:20:08,21342.1
2020/3/3,13:25:06,21268.38
2020/3/3,13:30:07,21218.7
2020/3/3,13:35:09,21164.2
2020/3/3,13:40:05,21141.64
2020/3/3,13:45:10,21188.05
2020/3/3,13:50:05,21172.72
2020/3/3,13:55:03,21199.29
2020/3/3,14:00:03,21207.17
2020/3/3,14:05:10,21225.77
2020/3/3,14:10:09,21201.38
2020/3/3,14:15:03,21203.77
2020/3/3,14:20:04,21178.65
2020/3/3,14:25:03,21156.86
2020/3/3,14:30:03,21176.19
2020/3/3,14:35:03,21179.24
2020/3/3,14:40:03,21210.89
2020/3/3,14:45:03,21230.3
2020/3/3,14:50:03,21189.81
2020/3/3,14:55:03,21157.27
2020/3/3,15:00:03,21148.69
2020/3/3,15:05:03,21082.73
2020/3/4,9:05:23,20896.58
2020/3/4,9:10:03,21053.35
2020/3/4,9:15:03,21098.04
2020/3/4,9:20:15,21092.41
2020/3/4,9:25:51,21090.67
2020/3/4,9:30:03,21066.64
2020/3/4,9:35:03,21110
2020/3/4,9:40:03,21141.41
2020/3/4,9:45:03,21179.38
2020/3/4,9:50:03,21157.64
2020/3/4,9:55:03,21164.18
2020/3/4,10:00:03,21209.07
2020/3/4,10:05:03,21200.31
2020/3/4,10:10:03,21162.9
2020/3/4,10:15:03,21165.21
2020/3/4,10:20:03,21159.7
2020/3/4,10:25:03,21179.8
2020/3/4,10:30:03,21174.72
2020/3/4,10:35:03,21198.17
2020/3/4,10:40:03,21178
2020/3/4,10:45:03,21171.34
2020/3/4,10:50:03,21146.4
2020/3/4,10:55:03,21132.28
2020/3/4,11:00:03,21150.38
2020/3/4,11:05:03,21101.49
2020/3/4,11:10:03,21071.31
2020/3/4,11:15:03,21101.87
2020/3/4,11:20:03,21075.25
2020/3/4,11:25:03,21119.53
2020/3/4,11:30:03,21133.82
2020/3/4,11:35:03,21156.99
2020/3/4,12:35:03,21214.82
2020/3/4,12:40:03,21195.27
2020/3/4,12:45:03,21207.43
2020/3/4,12:50:03,21179.43
2020/3/4,12:55:03,21174.32
2020/3/4,13:00:03,21179.49
2020/3/4,13:05:03,21163.89
2020/3/4,13:10:03,21153.66
2020/3/4,13:15:03,21152.71
2020/3/4,13:20:03,21142.94
2020/3/4,13:26:18,21152.09
2020/3/4,13:30:03,21143.82
2020/3/4,13:35:03,21140.74
2020/3/4,13:40:03,21142.76
2020/3/4,13:45:11,21162.31
2020/3/4,13:50:07,21175.22
2020/3/4,13:55:05,21156.25
2020/3/4,14:00:14,21136.16
2020/3/4,14:05:14,21134.39
2020/3/4,14:10:10,21154.98
2020/3/4,14:15:04,21139.05
2020/3/4,14:20:03,21131.16
2020/3/4,14:25:04,21101.4
2020/3/4,14:30:03,21146.15
2020/3/4,14:35:03,21121.95
2020/3/4,14:40:04,21098.48
2020/3/4,14:45:10,21102.27
2020/3/4,14:50:10,21122.14
2020/3/4,14:55:14,21126.62
2020/3/4,15:00:10,21120.77
2020/3/4,15:05:03,21100.06
2020/3/5,9:05:23,21328.9
2020/3/5,9:10:03,21296.51
2020/3/5,9:15:03,21273.34
2020/3/5,9:20:03,21328.73
2020/3/5,9:26:19,21318.97
2020/3/5,9:30:05,21312.24
2020/3/5,9:35:03,21299.28
2020/3/5,9:40:03,21339.07
2020/3/5,9:45:03,21352.45
2020/3/5,9:50:03,21369.94
2020/3/5,9:55:03,21364.01
2020/3/5,10:00:03,21373.44
2020/3/5,10:05:03,21375.45
2020/3/5,10:10:03,21358.17
2020/3/5,10:15:03,21349.35
2020/3/5,10:20:03,21308.64
2020/3/5,10:25:03,21328.86
2020/3/5,10:30:03,21312.44
2020/3/5,10:35:03,21309.53
2020/3/5,10:40:03,21323.66
2020/3/5,10:45:03,21338.64
2020/3/5,10:50:11,21299.05
2020/3/5,10:55:10,21300.95
2020/3/5,11:00:09,21307.17
2020/3/5,11:05:07,21306.19
2020/3/5,11:10:12,21280.51
2020/3/5,11:15:07,21263.31
2020/3/5,11:20:05,21245.02
2020/3/5,11:25:03,21239.67
2020/3/5,11:30:03,21271.69
2020/3/5,11:35:11,21299.56
2020/3/5,12:35:03,21271.61
2020/3/5,12:40:04,21278.28
2020/3/5,12:45:06,21275.11
2020/3/5,12:50:03,21261.58
2020/3/5,12:55:03,21275.86
2020/3/5,13:00:03,21273.77
2020/3/5,13:05:03,21279.17
2020/3/5,13:10:03,21287.87
2020/3/5,13:15:03,21262
2020/3/5,13:20:04,21242.38
2020/3/5,13:25:03,21250.99
2020/3/5,13:30:09,21255.47
2020/3/5,13:35:03,21275.41
2020/3/5,13:40:03,21279.65
2020/3/5,13:45:03,21251.75
2020/3/5,13:50:06,21251.32
2020/3/5,13:55:07,21240.35
2020/3/5,14:00:10,21265.68
2020/3/5,14:05:08,21284.28
2020/3/5,14:10:07,21293.64
2020/3/5,14:15:10,21341.82
2020/3/5,14:20:12,21337.03
2020/3/5,14:25:09,21324.09
2020/3/5,14:30:03,21324.93
2020/3/5,14:35:12,21331.61
2020/3/5,14:40:07,21343.7
2020/3/5,14:45:03,21349.64
2020/3/5,14:50:03,21354.93
2020/3/5,14:55:03,21358.64
2020/3/5,15:00:05,21361.42
2020/3/5,15:05:09,21329.12
2020/3/6,9:05:23,21026.33
2020/3/6,9:10:03,20977.33
2020/3/6,9:15:03,21000.19
2020/3/6,9:20:03,21043.57
2020/3/6,9:25:03,21040.23
2020/3/6,9:30:03,21036.91
2020/3/6,9:35:03,21025.08
2020/3/6,9:40:03,21003.1
2020/3/6,9:45:03,20969.14
2020/3/6,9:53:39,20953.23
2020/3/6,9:55:26,20946.78
2020/3/6,10:00:14,20937.64
2020/3/6,10:05:09,20903.76
2020/3/6,10:10:05,20911.22
2020/3/6,10:15:05,20869.46
2020/3/6,10:20:04,20842.83
2020/3/6,10:25:10,20823.95
2020/3/6,10:30:07,20812.13
2020/3/6,10:35:03,20820.71
2020/3/6,10:40:03,20829.3
2020/3/6,10:45:03,20829.98
2020/3/6,10:50:03,20817.24
2020/3/6,10:55:03,20798.19
2020/3/6,11:00:03,20771.53
2020/3/6,11:05:03,20736.92
2020/3/6,11:10:03,20714.6
2020/3/6,11:15:03,20698.72
2020/3/6,11:20:03,20702.55
2020/3/6,11:25:03,20698.46
2020/3/6,11:30:03,20698.88
2020/3/6,11:35:03,20652.55
2020/3/6,12:35:03,20686.6
2020/3/6,12:40:03,20710.4
2020/3/6,12:45:03,20721.77
2020/3/6,12:50:03,20709.46
2020/3/6,12:55:03,20687.67
2020/3/6,13:00:03,20643.73
2020/3/6,13:05:03,20629.52
2020/3/6,13:10:03,20632.54
2020/3/6,13:15:03,20653.69
2020/3/6,13:20:03,20673.56
2020/3/6,13:25:03,20681.42
2020/3/6,13:30:03,20689.02
2020/3/6,13:35:03,20708.26
2020/3/6,13:40:03,20698.87
2020/3/6,13:45:03,20708.37
2020/3/6,13:50:03,20717.56
2020/3/6,13:55:23,20723.77
2020/3/6,14:00:03,20700.44
2020/3/6,14:05:03,20713.34
2020/3/6,14:10:03,20694.54
2020/3/6,14:15:03,20672.6
2020/3/6,14:20:03,20664.35
2020/3/6,14:25:03,20664.1
2020/3/6,14:30:03,20679.48
2020/3/6,14:35:03,20678.85
2020/3/6,14:40:03,20661.16
2020/3/6,14:45:03,20661.99
2020/3/6,14:50:03,20682.95
2020/3/6,14:55:03,20685.97
2020/3/6,15:00:03,20721.52
2020/3/6,15:05:03,20749.75
2020/3/9,9:05:15,20345.36
2020/3/9,9:10:06,20042.53
2020/3/9,9:15:06,19914.27
2020/3/9,9:20:03,19798.77
2020/3/9,9:25:03,19885.66
2020/3/9,9:30:03,19842.39
2020/3/9,9:35:04,19854.48
